kecamatan,wilayah_kota,target_perkecamatan,target_harian_perkecamatan,date,Cakupan Suntik 1,Keterangan,Cakupan Suntik 2
Cakung,Jakarta Timur,451298,5333,21 August 2021,95,Tidak Tercapai,1357
Cengkareng,Jakarta Barat,456111,5041,21 August 2021,647,Tidak Tercapai,1115
Kali Deres,Jakarta Barat,356818,4295,21 August 2021,341,Tidak Tercapai,2519
Cilincing,Jakarta Utara,340707,4073,21 August 2021,1145,Tidak Tercapai,3250
Duren Sawit,Jakarta Timur,358527,4006,21 August 2021,800,Tidak Tercapai,415
Tanjung Priok,Jakarta Utara,333750,3728,21 August 2021,1998,Tidak Tercapai,3765
Jagakarsa,Jakarta Selatan,291101,3291,21 August 2021,540,Tidak Tercapai,233
Kebon Jeruk,Jakarta Barat,290818,3285,21 August 2021,487,Tidak Tercapai,2526
Koja,Jakarta Utara,270619,3253,21 August 2021,1687,Tidak Tercapai,2341
Kebayoran Lama,Jakarta Selatan,266485,3018,21 August 2021,506,Tidak Tercapai,1335
Jatinegara,Jakarta Timur,262190,3010,21 August 2021,627,Tidak Tercapai,1590
Kramat Jati,Jakarta Timur,252661,2939,21 August 2021,1046,Tidak Tercapai,917
Pasar Minggu,Jakarta Selatan,266638,2937,21 August 2021,367,Tidak Tercapai,962
Penjaringan,Jakarta Utara,259380,2860,21 August 2021,1539,Tidak Tercapai,3079
Ciracas,Jakarta Timur,252861,2800,21 August 2021,462,Tidak Tercapai,665
Pulo Gadung,Jakarta Timur,250436,2779,21 August 2021,538,Tidak Tercapai,355
Kembangan,Jakarta Barat,243825,2686,21 August 2021,435,Tidak Tercapai,1263
Cipayung,Jakarta Timur,232520,2658,21 August 2021,1568,Tidak Tercapai,1706
Tambora,Jakarta Barat,221310,2565,21 August 2021,219,Tidak Tercapai,1658
Pesanggrahan,Jakarta Selatan,212090,2378,21 August 2021,416,Tidak Tercapai,1189
Kemayoran,Jakarta Pusat,206657,2364,21 August 2021,408,Tidak Tercapai,620
Tebet,Jakarta Selatan,196217,2177,21 August 2021,27,Tidak Tercapai,35
Grogol Petamburan,Jakarta Barat,196274,2095,21 August 2021,679,Tidak Tercapai,3867
Palmerah,Jakarta Barat,186632,2077,21 August 2021,357,Tidak Tercapai,755
Pasar Rebo,Jakarta Timur,187522,2071,21 August 2021,499,Tidak Tercapai,508
Cilandak,Jakarta Selatan,184665,2047,21 August 2021,740,Tidak Tercapai,1190
Makasar,Jakarta Timur,178873,1927,21 August 2021,549,Tidak Tercapai,1333
Matraman,Jakarta Timur,154999,1745,21 August 2021,215,Tidak Tercapai,264
Tanah Abang,Jakarta Pusat,142258,1647,21 August 2021,192,Tidak Tercapai,2463
Pancoran,Jakarta Selatan,142268,1612,21 August 2021,75,Tidak Tercapai,408
Pademangan,Jakarta Utara,135923,1492,21 August 2021,790,Tidak Tercapai,1739
Mampang Prapatan,Jakarta Selatan,128433,1483,21 August 2021,884,Tidak Tercapai,995
Kebayoran Baru,Jakarta Selatan,129072,1342,21 August 2021,4178,Tercapai,6857
Taman Sari,Jakarta Barat,107037,1149,21 August 2021,98,Tidak Tercapai,642
Sawah Besar,Jakarta Pusat,102381,1120,21 August 2021,411,Tidak Tercapai,610
Kelapa Gading,Jakarta Utara,119285,1114,21 August 2021,801,Tidak Tercapai,2035
Johar Baru,Jakarta Pusat,114661,1102,21 August 2021,703,Tidak Tercapai,1157
Senen,Jakarta Pusat,104180,1099,21 August 2021,483,Tidak Tercapai,900
Setia Budi,Jakarta Selatan,96032,1019,21 August 2021,606,Tidak Tercapai,2403
Cempaka Putih,Jakarta Pusat,82144,893,21 August 2021,339,Tidak Tercapai,1040
Gambir,Jakarta Pusat,79504,879,21 August 2021,316,Tidak Tercapai,718
Menteng,Jakarta Pusat,73752,770,21 August 2021,269,Tidak Tercapai,211
Kep. Seribu Utara,Kepulauan Seribu,13038,122,21 August 2021,0,Tidak Tercapai,1
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,21 August 2021,13,Tidak Tercapai,62
Cakung,Jakarta Timur,451298,5333,23 August 2021,1011,Tidak Tercapai,2862
Cengkareng,Jakarta Barat,456111,5041,23 August 2021,2056,Tidak Tercapai,1721
Kali Deres,Jakarta Barat,356818,4295,23 August 2021,1008,Tidak Tercapai,2774
Cilincing,Jakarta Utara,340707,4073,23 August 2021,1040,Tidak Tercapai,1794
Duren Sawit,Jakarta Timur,358527,4006,23 August 2021,902,Tidak Tercapai,1719
Tanjung Priok,Jakarta Utara,333750,3728,23 August 2021,1331,Tidak Tercapai,3099
Jagakarsa,Jakarta Selatan,291101,3291,23 August 2021,723,Tidak Tercapai,1065
Kebon Jeruk,Jakarta Barat,290818,3285,23 August 2021,692,Tidak Tercapai,1154
Koja,Jakarta Utara,270619,3253,23 August 2021,1659,Tidak Tercapai,1900
Kebayoran Lama,Jakarta Selatan,266485,3018,23 August 2021,965,Tidak Tercapai,964
Jatinegara,Jakarta Timur,262190,3010,23 August 2021,857,Tidak Tercapai,1916
Kramat Jati,Jakarta Timur,252661,2939,23 August 2021,981,Tidak Tercapai,1623
Pasar Minggu,Jakarta Selatan,266638,2937,23 August 2021,743,Tidak Tercapai,1273
Penjaringan,Jakarta Utara,259380,2860,23 August 2021,1086,Tidak Tercapai,2703
Ciracas,Jakarta Timur,252861,2800,23 August 2021,847,Tidak Tercapai,1227
Pulo Gadung,Jakarta Timur,250436,2779,23 August 2021,502,Tidak Tercapai,1004
Kembangan,Jakarta Barat,243825,2686,23 August 2021,626,Tidak Tercapai,1243
Cipayung,Jakarta Timur,232520,2658,23 August 2021,2389,Tidak Tercapai,2975
Tambora,Jakarta Barat,221310,2565,23 August 2021,683,Tidak Tercapai,2020
Pesanggrahan,Jakarta Selatan,212090,2378,23 August 2021,1066,Tidak Tercapai,1685
Kemayoran,Jakarta Pusat,206657,2364,23 August 2021,1040,Tidak Tercapai,1424
Tebet,Jakarta Selatan,196217,2177,23 August 2021,615,Tidak Tercapai,929
Grogol Petamburan,Jakarta Barat,196274,2095,23 August 2021,1015,Tidak Tercapai,1983
Palmerah,Jakarta Barat,186632,2077,23 August 2021,856,Tidak Tercapai,1284
Pasar Rebo,Jakarta Timur,187522,2071,23 August 2021,1423,Tidak Tercapai,1390
Cilandak,Jakarta Selatan,184665,2047,23 August 2021,778,Tidak Tercapai,1454
Makasar,Jakarta Timur,178873,1927,23 August 2021,586,Tidak Tercapai,1616
Matraman,Jakarta Timur,154999,1745,23 August 2021,531,Tidak Tercapai,932
Tanah Abang,Jakarta Pusat,142258,1647,23 August 2021,528,Tidak Tercapai,2208
Pancoran,Jakarta Selatan,142268,1612,23 August 2021,1575,Tidak Tercapai,1316
Pademangan,Jakarta Utara,135923,1492,23 August 2021,523,Tidak Tercapai,1361
Mampang Prapatan,Jakarta Selatan,128433,1483,23 August 2021,468,Tidak Tercapai,1308
Kebayoran Baru,Jakarta Selatan,129072,1342,23 August 2021,5504,Tercapai,7410
Taman Sari,Jakarta Barat,107037,1149,23 August 2021,364,Tidak Tercapai,666
Sawah Besar,Jakarta Pusat,102381,1120,23 August 2021,997,Tidak Tercapai,1988
Kelapa Gading,Jakarta Utara,119285,1114,23 August 2021,897,Tidak Tercapai,1598
Johar Baru,Jakarta Pusat,114661,1102,23 August 2021,443,Tidak Tercapai,1101
Senen,Jakarta Pusat,104180,1099,23 August 2021,652,Tidak Tercapai,724
Setia Budi,Jakarta Selatan,96032,1019,23 August 2021,692,Tidak Tercapai,2186
Cempaka Putih,Jakarta Pusat,82144,893,23 August 2021,313,Tidak Tercapai,621
Gambir,Jakarta Pusat,79504,879,23 August 2021,444,Tidak Tercapai,1344
Menteng,Jakarta Pusat,73752,770,23 August 2021,515,Tidak Tercapai,921
Kep. Seribu Utara,Kepulauan Seribu,13038,122,23 August 2021,22,Tidak Tercapai,94
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,23 August 2021,10,Tidak Tercapai,24
Cakung,Jakarta Timur,451298,5333,24 August 2021,1109,Tidak Tercapai,2065
Cengkareng,Jakarta Barat,456111,5041,24 August 2021,1592,Tidak Tercapai,1312
Kali Deres,Jakarta Barat,356818,4295,24 August 2021,904,Tidak Tercapai,2683
Cilincing,Jakarta Utara,340707,4073,24 August 2021,1300,Tidak Tercapai,1972
Duren Sawit,Jakarta Timur,358527,4006,24 August 2021,961,Tidak Tercapai,1898
Tanjung Priok,Jakarta Utara,333750,3728,24 August 2021,1788,Tidak Tercapai,2954
Jagakarsa,Jakarta Selatan,291101,3291,24 August 2021,735,Tidak Tercapai,1070
Kebon Jeruk,Jakarta Barat,290818,3285,24 August 2021,776,Tidak Tercapai,3195
Koja,Jakarta Utara,270619,3253,24 August 2021,1859,Tidak Tercapai,2504
Kebayoran Lama,Jakarta Selatan,266485,3018,24 August 2021,695,Tidak Tercapai,1118
Jatinegara,Jakarta Timur,262190,3010,24 August 2021,886,Tidak Tercapai,2505
Kramat Jati,Jakarta Timur,252661,2939,24 August 2021,932,Tidak Tercapai,1833
Pasar Minggu,Jakarta Selatan,266638,2937,24 August 2021,827,Tidak Tercapai,1180
Penjaringan,Jakarta Utara,259380,2860,24 August 2021,864,Tidak Tercapai,1399
Ciracas,Jakarta Timur,252861,2800,24 August 2021,866,Tidak Tercapai,1660
Pulo Gadung,Jakarta Timur,250436,2779,24 August 2021,475,Tidak Tercapai,1050
Kembangan,Jakarta Barat,243825,2686,24 August 2021,1139,Tidak Tercapai,1806
Cipayung,Jakarta Timur,232520,2658,24 August 2021,2241,Tidak Tercapai,3146
Tambora,Jakarta Barat,221310,2565,24 August 2021,601,Tidak Tercapai,1817
Pesanggrahan,Jakarta Selatan,212090,2378,24 August 2021,1257,Tidak Tercapai,2429
Kemayoran,Jakarta Pusat,206657,2364,24 August 2021,804,Tidak Tercapai,1424
Tebet,Jakarta Selatan,196217,2177,24 August 2021,775,Tidak Tercapai,1093
Grogol Petamburan,Jakarta Barat,196274,2095,24 August 2021,743,Tidak Tercapai,2369
Palmerah,Jakarta Barat,186632,2077,24 August 2021,501,Tidak Tercapai,1016
Pasar Rebo,Jakarta Timur,187522,2071,24 August 2021,1212,Tidak Tercapai,1167
Cilandak,Jakarta Selatan,184665,2047,24 August 2021,985,Tidak Tercapai,981
Makasar,Jakarta Timur,178873,1927,24 August 2021,512,Tidak Tercapai,1362
Matraman,Jakarta Timur,154999,1745,24 August 2021,856,Tidak Tercapai,783
Tanah Abang,Jakarta Pusat,142258,1647,24 August 2021,626,Tidak Tercapai,2858
Pancoran,Jakarta Selatan,142268,1612,24 August 2021,2413,Tercapai,314
Pademangan,Jakarta Utara,135923,1492,24 August 2021,680,Tidak Tercapai,1349
Mampang Prapatan,Jakarta Selatan,128433,1483,24 August 2021,386,Tidak Tercapai,2063
Kebayoran Baru,Jakarta Selatan,129072,1342,24 August 2021,6730,Tercapai,7434
Taman Sari,Jakarta Barat,107037,1149,24 August 2021,406,Tidak Tercapai,1380
Sawah Besar,Jakarta Pusat,102381,1120,24 August 2021,1306,Tercapai,2817
Kelapa Gading,Jakarta Utara,119285,1114,24 August 2021,1048,Tidak Tercapai,923
Johar Baru,Jakarta Pusat,114661,1102,24 August 2021,446,Tidak Tercapai,618
Senen,Jakarta Pusat,104180,1099,24 August 2021,898,Tidak Tercapai,740
Setia Budi,Jakarta Selatan,96032,1019,24 August 2021,597,Tidak Tercapai,2080
Cempaka Putih,Jakarta Pusat,82144,893,24 August 2021,267,Tidak Tercapai,672
Gambir,Jakarta Pusat,79504,879,24 August 2021,476,Tidak Tercapai,1241
Menteng,Jakarta Pusat,73752,770,24 August 2021,728,Tidak Tercapai,1674
Kep. Seribu Utara,Kepulauan Seribu,13038,122,24 August 2021,29,Tidak Tercapai,52
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,24 August 2021,14,Tidak Tercapai,19
Cakung,Jakarta Timur,451298,5333,25 August 2021,1195,Tidak Tercapai,3693
Cengkareng,Jakarta Barat,456111,5041,25 August 2021,1707,Tidak Tercapai,1002
Kali Deres,Jakarta Barat,356818,4295,25 August 2021,909,Tidak Tercapai,2599
Cilincing,Jakarta Utara,340707,4073,25 August 2021,951,Tidak Tercapai,2028
Duren Sawit,Jakarta Timur,358527,4006,25 August 2021,1046,Tidak Tercapai,1763
Tanjung Priok,Jakarta Utara,333750,3728,25 August 2021,1210,Tidak Tercapai,4050
Jagakarsa,Jakarta Selatan,291101,3291,25 August 2021,629,Tidak Tercapai,1344
Kebon Jeruk,Jakarta Barat,290818,3285,25 August 2021,712,Tidak Tercapai,2644
Koja,Jakarta Utara,270619,3253,25 August 2021,1961,Tidak Tercapai,2753
Kebayoran Lama,Jakarta Selatan,266485,3018,25 August 2021,938,Tidak Tercapai,1608
